序号,内部编号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
121,124,HSBASDH,恒生沪深港通大湾区深莞惠指数,4027.83,56.32,1.42,3963.13,4030.08,3951.03,3971.51,0.0,72301879296.0
122,124,HSCAESE,恒生A股通300ESG增强指数,4780.52,66.5,1.41,4695.59,4780.52,4691.28,4714.02,0.0,201951498240.0
123,124,HSCIGTRI,恒生工商业分类指数(GTR),24022.04,330.29,1.39,23774.25,24078.04,23387.7,23691.75,0.0,41425373184.0
124,124,HSCINTRI,恒生工商业分类指数(NTR),23427.17,322.1,1.39,23185.52,23481.79,22808.54,23105.07,0.0,41425373184.0
125,124,HSC,恒生工商业指数,9104.01,125.17,1.39,9010.1,9125.24,8863.61,8978.84,1371677840.0,41425373184.0
126,124,HSCAMSI,恒生A股动量智选指数,4047.77,55.56,1.39,3976.88,4047.77,3971.56,3992.21,0.0,260245667840.0
127,124,HSITI,恒生资讯科技业(可投资)指数,1387.21,18.99,1.39,1365.84,1389.77,1333.15,1368.22,0.0,23446770944.0
128,124,HSSCSCI,恒生沪深港通中国规模全选指数,2913.36,39.85,1.39,2864.96,2914.47,2858.02,2873.51,0.0,285966032896.0
129,124,HSCASUSB,恒生A股可持续发展企业基准指数,3767.66,51.44,1.38,3767.66,3767.66,3767.66,3716.22,0.0,98345955328.0
130,124,HSCABIO,恒生A股生物技术指数,2601.4,35.42,1.38,2557.39,2601.4,2547.24,2565.98,0.0,9993915904.0
131,124,HSIT,恒生资讯科技业指数,1386.15,18.78,1.37,1365.0,1388.78,1332.39,1367.37,0.0,23466453504.0
132,124,HSCAVCI,恒生A股价值全选指数,3751.43,49.91,1.35,3688.06,3751.43,3682.1,3701.52,0.0,417424424960.0
133,125,CESHKM,中华香港内地指数,4534.59,60.23,1.35,4481.83,4543.42,4422.54,4474.36,16004999.0,41835617792.0
134,124,HSSCSSI,恒生沪深港通中国规模智选指数,3002.88,39.67,1.34,2956.4,3003.8,2949.25,2963.21,0.0,173678583808.0
135,124,HSCAHE,恒生A股家庭电器及用品指数,2810.94,36.93,1.33,2762.55,2810.94,2755.36,2774.01,0.0,11052709632.0
136,124,HSBAQL,恒生沪深港通大湾区优质生活指数,4379.12,57.51,1.33,4326.63,4381.11,4309.0,4321.61,0.0,19719602432.0
137,124,HSCALCI,恒生A股低波幅全选指数,3955.07,50.14,1.28,3891.4,3955.07,3885.72,3904.93,0.0,417424424960.0
138,124,HSRAICEI25,恒指风险调控-国企指数25%,10068.58,127.49,1.28,10068.58,10068.58,10068.58,9941.09,0.0,
139,125,H11123,香港内地50,1970.29,24.88,1.28,1948.41,1974.08,1921.85,1945.41,18753693.0,44032682496.0
140,124,HSRAICEIER25,恒生风险调控指数(ER)-国企25%,6657.22,83.46,1.27,6657.22,6657.22,6657.22,6573.76,0.0,
141,124,HSCAESG,恒生A股通300ESG指数,7641.14,95.77,1.27,7520.62,7641.14,7513.71,7545.37,0.0,238711664640.0
142,124,HSCAYCI,恒生A股股息率全选指数,3816.75,47.33,1.26,3755.37,3816.75,3749.67,3769.42,0.0,417424424960.0
143,124,HSML100,恒生中国内地100,4673.03,57.89,1.25,4624.4,4682.55,4561.9,4615.14,3778101056.0,53289425408.0
144,124,HSCAPB,恒生A股药品及生物科技指数,2674.83,33.07,1.25,2634.16,2674.83,2626.54,2641.76,0.0,27509151232.0
145,124,HSCADMM,恒生A股一般金属及矿石指数,3074.65,37.95,1.25,3024.12,3074.65,3018.5,3036.7,0.0,19552793600.0
146,124,HSCAAP,恒生A股农业产品指数,2755.09,33.95,1.25,2715.88,2766.67,2712.41,2721.14,0.0,4605979648.0
147,124,HSSCMLC,恒生港股通中国内地公司指数,2430.87,29.15,1.21,2406.96,2435.06,2377.29,2401.72,0.0,57945953280.0
148,124,HSMHSUS,恒生内地香港可持续发展企业指数,2561.42,30.67,1.21,2527.43,2565.0,2518.18,2530.75,0.0,7353511936.0
149,124,HSCAVSI,恒生A股价值智选指数,4104.38,48.62,1.2,4041.06,4104.38,4035.22,4055.76,0.0,256295587840.0
150,124,HSC500,恒生沪深港通中国500指数,3145.67,37.06,1.19,3102.25,3147.0,3094.86,3108.61,0.0,337794547712.0
151,124,HSCALCS,恒生A股通低碳精选指数,6335.13,73.32,1.17,6238.55,6335.13,6233.52,6261.81,0.0,222281826304.0
152,124,HSI125LI,恒指1.25倍杠杆指数,2731.09,31.58,1.17,2701.65,2738.77,2662.66,2699.51,0.0,
153,124,HSSCMCI,恒生沪深港通中国动量全选指数,3744.76,42.71,1.15,3695.52,3746.42,3685.25,3702.05,0.0,285966032896.0
154,124,HSSSHEC,恒生沪深港电子商贸指数,2585.03,29.18,1.14,2551.36,2586.99,2517.79,2555.85,0.0,22983356672.0
155,124,HSCA300,恒生A股通300指数,3228.15,36.4,1.14,3179.58,3228.15,3177.26,3191.75,0.0,238711664640.0
156,124,HSCALSI,恒生A股低波幅智选指数,4196.99,47.32,1.14,4135.4,4196.99,4130.09,4149.67,0.0,236886962176.0
157,124,HSCAYSI,恒生A股股息率智选指数,4105.22,45.62,1.12,4044.33,4105.22,4038.74,4059.6,0.0,244793016320.0
158,124,HSLMMSI,恒生大中型股动量智选指数,2837.69,31.43,1.12,2810.86,2843.86,2783.62,2806.26,0.0,50780700416.0
159,124,HSLKER,恒指1.2倍韩元重置额外回报,1206.17,13.1,1.1,1206.17,1206.17,1206.17,1193.07,0.0,
160,124,HSFI,恒生期货指数,21641.82,231.38,1.08,21462.02,21669.26,21174.11,21410.44,0.0,
161,124,HSCEEWI,恒生中国企业等权重指数,1125.83,11.9,1.07,1114.33,1128.57,1097.04,1113.93,0.0,45379899392.0
162,124,HSSCBBAI,恒生沪深港通大湾区指数,3585.34,37.68,1.06,3541.33,3587.71,3522.23,3547.66,0.0,96654409728.0
163,124,HSSSHSC,恒生沪深港(特选企业)300指数,3135.98,32.74,1.06,3097.84,3138.06,3083.28,3103.24,0.0,246651629568.0
164,124,HSILOWC,恒指低碳指数,4236.26,43.91,1.05,4197.42,4245.52,4147.03,4192.35,0.0,54807661312.0
165,124,HSLMMCI,恒生大中型股动量全选指数,2757.44,28.56,1.05,2732.42,2762.79,2703.75,2728.88,0.0,65596746240.0
166,124,HSFRFI,恒生期货人民币外汇指数,18714.13,193.57,1.05,18561.12,18742.88,18312.35,18520.56,0.0,
167,124,HSSSHGZ,恒生沪深港Z世代指数,2638.59,27.1,1.04,2604.54,2641.89,2555.9,2611.49,0.0,31335403520.0
168,124,HSHKS50,恒生港股通高持股50指数,2499.03,25.24,1.02,2475.31,2503.52,2453.73,2473.79,0.0,42353298944.0
169,124,HSBAHK,恒生沪深港通大湾区香港指数,2485.63,25.07,1.02,2459.06,2491.06,2444.0,2460.56,0.0,5191332608.0
170,124,HSDII,恒生防御行业指数,3277.23,32.96,1.02,3243.26,3282.79,3191.6,3244.27,0.0,27691459840.0
171,124,HSLMSSI,恒生大中型股规模智选指数,2481.1,24.85,1.01,2458.65,2486.91,2425.96,2456.25,0.0,49756841216.0
172,124,HSSSHCE,恒生沪深港清洁能源指数,3964.04,39.63,1.01,3906.88,3964.04,3894.15,3924.41,0.0,16345818624.0
173,125,SPHKL,标普香港大型股指数,24445.29,242.28,1.0,24141.34,24485.33,23900.8,24203.01,0.0,
174,124,HSICC,恒指备兑认购期权指数,4330.65,42.7,1.0,4272.72,4340.05,4238.45,4287.95,0.0,
175,124,HSINCC,恒指净股息累计备兑认购期权指数,8183.42,80.67,1.0,8073.96,8201.2,8009.2,8102.75,0.0,
176,124,HSSCQCI,恒生沪深港通中国质量全选指数,3562.95,34.86,0.99,3517.25,3564.22,3507.7,3528.09,0.0,285966032896.0
177,124,HSISUI,恒指可持续发展指数,3550.59,34.19,0.97,3523.14,3559.86,3470.52,3516.4,0.0,41741858048.0
178,124,HSCAHES,恒生A股医疗保健设备和服务指数,2310.21,22.22,0.97,2279.01,2310.21,2270.04,2287.99,0.0,9089705984.0
179,124,HSCEA,恒生沪深港通中国企业指数,2915.37,27.98,0.97,2886.26,2917.89,2867.27,2887.39,0.0,91148701696.0
180,124,HSIJPYH,恒指日元对冲指数,577.87,5.47,0.96,577.87,577.87,577.87,572.4,0.0,
181,124,HSHE,恒生沪深港通氢能主题指数,6709.77,63.25,0.95,6624.57,6717.55,6605.12,6646.52,0.0,11006463744.0
182,124,HSIQHK,恒指汇率连动港元韩元调控指数,1412.25,13.13,0.94,1412.25,1412.25,1412.25,1399.12,0.0,
183,100,HSI,恒生指数,16790.8,156.06,0.94,16645.63,16828.67,16453.5,16634.74,11355639552.0,102600753152.0
184,124,HSIGTRI,恒生指数(GTR),55371.59,514.64,0.94,54892.88,55496.48,54259.27,54856.95,0.0,54807661312.0
185,124,HSINTRI,恒生指数(NTR),54023.68,502.11,0.94,53556.62,54145.53,52938.44,53521.57,0.0,54807661312.0
186,124,HSIEURDH,恒指欧罗每日对冲指数,1942.89,18.05,0.94,1942.89,1942.89,1942.89,1924.84,0.0,
187,124,HSCAMD,恒生A股医疗设备及用品指数,2312.88,21.48,0.94,2283.2,2312.88,2274.14,2291.4,0.0,6441111808.0
188,124,HSIGBPH,恒指英镑对冲指数,642.07,5.96,0.94,642.07,642.07,642.07,636.11,0.0,
189,124,HSIKRWH,恒指韩元对冲指数,700.03,6.48,0.93,700.03,700.03,700.03,693.55,0.0,
190,124,HSSCVCI,恒生沪深港通中国价值全选指数,3438.58,31.42,0.92,3398.0,3440.66,3386.87,3407.16,0.0,285966032896.0
191,125,CES300,中华沪港通300,3794.66,34.65,0.92,3752.99,3796.8,3737.76,3760.01,0.0,237663870976.0
192,124,HSCIUT,恒生综合公用事业指数,5048.07,46.07,0.92,4994.91,5061.32,4984.53,5002.0,313395104.0,2223366656.0
193,124,HSIEURH,恒指欧罗对冲指数,587.95,5.36,0.92,587.95,587.95,587.95,582.59,0.0,
194,124,HSMI,恒生综合中型股指数,3372.45,30.71,0.92,3336.24,3377.77,3302.41,3341.74,2855469680.0,15988778752.0
195,124,HSHKMS,恒生港股通中小型股指数,2180.92,19.73,0.91,2158.63,2184.57,2137.01,2161.19,0.0,18455820800.0
196,124,HSCAIT,恒生A股行业龙头指数,4432.03,39.71,0.9,4376.96,4432.03,4374.61,4392.32,0.0,76756996096.0
197,124,HSIRMBH,恒指人民币对冲指数,741.1,6.64,0.9,741.1,741.1,741.1,734.46,0.0,
198,124,HSMSI,恒生综合中小型股指数,2030.82,18.11,0.9,2010.65,2033.96,1990.32,2012.71,0.0,19541228288.0
199,124,HSLMVSI,恒生大中型股价值智选指数,2341.09,20.75,0.89,2321.68,2346.4,2298.63,2320.34,0.0,50066506496.0
200,124,HSSCQSI,恒生沪深港通中国质量智选指数,3834.57,33.95,0.89,3789.75,3835.72,3776.77,3800.62,0.0,182783074304.0
201,124,HSBAQG,恒生沪深港通大湾区质量成长指数,2649.45,23.43,0.89,2624.26,2650.63,2608.33,2626.02,0.0,25178336768.0
202,125,CES120,中华120,5010.98,44.03,0.89,4960.85,5014.53,4929.13,4966.95,0.0,134425153536.0
203,124,HSSCLCI,恒生沪深港通中国低波幅全选指数,3677.53,32.31,0.89,3634.97,3678.65,3626.06,3645.22,0.0,285966032896.0
204,124,HSC80,恒生沪深港通中国80指数,3382.75,29.63,0.88,3350.83,3384.29,3337.58,3353.12,0.0,121676361728.0
205,124,HSLMVCI,恒生大中型股价值全选指数,2326.06,19.72,0.86,2306.15,2330.82,2281.91,2306.34,0.0,65596746240.0
206,124,HSSIV,恒生小型股(可投资)指数,1472.48,12.47,0.85,1461.13,1475.61,1445.7,1460.01,0.0,3162311568.0
207,125,H11100,香港100,1480.68,12.52,0.85,1468.5,1483.52,1450.01,1468.16,31963732.0,58325035264.0
208,124,HSSCMSI,恒生沪深港通中国动量智选指数,4042.19,34.15,0.85,3996.32,4043.83,3984.98,4008.04,0.0,178588356608.0
209,124,HSLMI,恒生综合大中型股指数,2636.66,22.22,0.85,2615.66,2641.02,2583.66,2614.44,0.0,75598774272.0
210,124,HSCI,恒生综合指数,2510.12,21.13,0.85,2490.21,2514.26,2459.99,2488.99,8485493760.0,79151222784.0
211,124,HSIESGS,恒指ESG增强指数,3607.5,30.09,0.84,3582.37,3615.45,3526.34,3577.41,0.0,49386011136.0
212,124,HSHKI,恒生港股通指数,2485.91,20.66,0.84,2466.54,2489.79,2438.4,2465.25,0.0,70457552896.0
213,124,HSLI,恒生综合大型股指数,1527.18,12.69,0.84,1515.75,1529.92,1496.67,1514.49,3405799408.0,59609994496.0
214,124,HSLMSCI,恒生大中型股规模全选指数,2253.43,18.72,0.84,2234.09,2257.69,2203.8,2234.71,0.0,65596746240.0
215,124,HSLMIV,恒生大中型股(可投资)指数,2204.69,18.28,0.84,2187.35,2208.47,2160.44,2186.41,0.0,73239339008.0
216,124,HSHKS,恒生港股通小型股指数,1674.05,13.86,0.83,1661.45,1677.69,1644.19,1660.19,0.0,3181470048.0
217,124,HSSI,恒生综合小型股指数,1138.02,9.42,0.83,1129.85,1140.37,1118.18,1128.6,2224224560.0,3552449520.0
218,124,HSLMEMQ,大中型股等权重混合因子(QVLM),2402.09,19.84,0.83,2382.64,2406.65,2356.04,2382.25,0.0,65596746240.0
219,124,HSCAESL,恒生A股通ESG领先指数,4911.56,40.44,0.83,4851.85,4911.56,4845.66,4871.12,0.0,51739196416.0
220,124,HSIESG,恒指ESG指数,2115.04,17.34,0.83,2098.09,2119.88,2076.83,2097.7,0.0,54807661312.0
221,124,HSLMRMQ,大中型股风险平价混合因子(QVLM),2393.44,19.62,0.83,2374.36,2397.97,2347.19,2373.82,0.0,65596746240.0
222,125,CES100,中华港股通精选100,3689.03,30.06,0.82,3665.05,3694.78,3611.68,3658.97,22178676.0,37788488704.0
223,124,HSCAC,恒生A股建筑指数,2514.25,20.46,0.82,2485.4,2514.25,2480.92,2493.79,0.0,9002417664.0
224,125,SPHKG,标普香港创业板指数,17.94,0.14,0.79,17.78,17.95,17.51,17.8,0.0,
225,124,HSLMLSI,恒生大中型股低波幅智选指数,2630.79,20.42,0.78,2609.8,2635.93,2582.96,2610.37,0.0,49613610752.0
226,124,HSRAIHSI20,恒生风险调控指数-恒指20%,50392.42,384.09,0.77,50392.42,50392.42,50392.42,50008.33,0.0,
227,124,HSCAHSI,恒生AH股精明指数,4159.37,31.68,0.77,4121.3,4167.26,4089.45,4127.69,0.0,2300931136.0
228,124,HSCAS50,恒生A股通高持股50指数,4866.52,37.03,0.77,4810.54,4866.52,4807.31,4829.49,0.0,77316509696.0
229,124,AHXH,恒生AH股H指数,1676.41,12.63,0.76,1660.84,1679.6,1647.99,1663.78,0.0,18001679616.0
230,124,HSRAIHSIER20,恒生风险调控指数(ER)-恒指20%,33309.77,249.68,0.76,33309.77,33309.77,33309.77,33060.09,0.0,
231,125,H11120,香港中盘精选,1919.11,14.31,0.75,1900.56,1922.76,1877.78,1904.8,16781197.0,12138514432.0
232,124,HSSCVSI,恒生沪深港通中国价值智选指数,3700.5,27.44,0.75,3662.46,3702.99,3649.72,3673.06,0.0,182159482880.0
233,124,HSLMQSI,恒生大中型股质量智选指数,2606.67,19.27,0.74,2588.69,2611.87,2555.01,2587.4,0.0,51744580352.0
234,124,HSBART,恒生沪深港通大湾区区域龙头指数,3592.72,26.38,0.74,3563.64,3595.9,3539.53,3566.34,0.0,40951212032.0
235,124,HSIII,恒生互联网科技业指数,1876.98,13.78,0.74,1859.04,1879.36,1811.55,1863.2,0.0,18029450496.0
236,124,HSLMLCI,恒生大中型股低波幅全选指数,2578.09,18.65,0.73,2558.15,2582.68,2530.36,2559.44,0.0,65596746240.0
237,124,AHXAH,恒生AH股A+H指数,2028.95,14.62,0.73,2009.5,2030.61,2002.52,2014.33,0.0,11074625280.0
238,124,HSSCLSI,恒生沪深港通中国低波幅智选指数,3946.81,28.27,0.72,3907.64,3947.94,3898.2,3918.54,0.0,167738191872.0
239,124,HSH40,恒生H40参考指数,2004.23,14.28,0.72,2004.23,2004.23,2004.23,1989.95,0.0,15254349312.0
240,124,HSLMQCI,恒生大中型股质量全选指数,2501.78,17.38,0.7,2484.24,2506.55,2452.29,2484.4,0.0,65596746240.0
241,125,CESA80,中华A80,6482.6,44.04,0.68,6416.07,6482.6,6413.34,6438.56,0.0,95933038592.0
242,124,HSCAT100,恒生A股100强指数,7812.41,52.91,0.68,7733.43,7812.41,7728.82,7759.5,0.0,109551616000.0
243,124,HSEWI,恒生等权重指数,1060.35,7.17,0.68,1052.28,1063.41,1038.4,1053.18,0.0,54807661312.0
244,124,HSCIIT,恒生资讯科技业指数,8380.26,55.84,0.67,8312.71,8390.9,8104.35,8324.42,1182091856.0,23466453504.0
245,124,HSSCYCI,恒生沪深港通中国股息率全选指数,3430.55,21.6,0.63,3398.88,3431.98,3387.6,3408.95,0.0,285966032896.0
246,124,AHXA,恒生AH股A指数,2511.95,15.81,0.63,2488.88,2511.95,2486.41,2496.14,0.0,63157437952.0
247,124,HSSUS,恒生可持续发展企业指数,2251.15,14.14,0.63,2232.03,2257.3,2213.5,2237.01,481093728.0,12310852352.0
248,124,HSBAPC,恒生沪深港通大湾区地产建筑指数,1923.11,11.88,0.62,1906.69,1926.96,1893.15,1911.23,0.0,6297411840.0
249,124,HSC50,恒生神州50指数,6094.16,37.4,0.62,6043.43,6098.37,6009.34,6056.76,0.0,12959870464.0
250,124,HSBAIN,恒生沪深港通大湾区基建运输指数,2338.05,14.06,0.6,2320.51,2339.39,2313.16,2323.99,0.0,2307624736.0
251,124,HSQGLV,恒生港股通质量成长低波动指数,3355.9,18.84,0.56,3331.39,3360.93,3302.9,3337.06,0.0,26193732352.0
252,124,HSSUSB,恒生可持续发展企业基准指数,2043.1,10.63,0.52,2043.1,2043.1,2043.1,2032.47,0.0,21132577280.0
253,124,HSESG50,恒生ESG50指数,2383.8,12.32,0.52,2368.23,2389.56,2344.13,2371.48,0.0,18753940992.0
254,124,HSCAUI,恒生A股公用事业指数,3393.57,17.0,0.5,3364.39,3397.63,3357.15,3376.57,0.0,10944521728.0
255,124,HSCIMT,恒生原材料业指数,5777.26,28.17,0.49,5723.7,5804.03,5676.05,5749.09,243842406.0,1202641056.0
256,124,H-FIN,恒生中国H股金融行业指数,12270.58,58.36,0.48,12176.38,12292.25,12076.59,12212.22,1296648560.0,7407116800.0
257,124,HSSCBBA,恒生港股通大湾区指数,2904.07,13.67,0.47,2888.05,2909.27,2846.64,2890.4,0.0,21315679744.0
258,124,HSCAE,恒生A股能源业指数,5520.06,25.47,0.46,5471.62,5550.61,5445.85,5494.59,0.0,14244905728.0
259,124,HSSCYSI,恒生沪深港通中国股息率智选指数,3649.36,16.62,0.46,3621.41,3651.1,3607.7,3632.74,0.0,149157535744.0
260,124,HSLMYCI,恒生大中型股股息率全选指数,2285.02,10.29,0.45,2271.75,2288.78,2247.39,2274.73,0.0,65596746240.0
261,124,HSLMYSI,恒生大中型股股息率智选指数,2243.14,9.99,0.45,2230.57,2247.3,2207.17,2233.15,0.0,50140252672.0
262,125,CESP50,中华港股通优选50,2101.97,9.29,0.44,2088.3,2105.77,2068.2,2092.68,0.0,34642971648.0
263,124,HSSCTUI,恒生港股通电讯及公用(可投资),2606.49,11.41,0.44,2591.74,2612.56,2581.07,2595.08,0.0,4204795856.0
264,124,HSSCTU,恒生港股通电讯及公用事业指数,2596.95,11.17,0.43,2582.5,2602.96,2572.11,2585.78,0.0,4213779616.0
265,124,HSC15TI,恒生气候变化1.5°C目标指数,5116.82,21.96,0.43,5085.2,5124.47,5011.39,5094.86,0.0,54941310976.0
266,124,HSME,恒生传媒指数,2062.26,8.7,0.42,2051.54,2065.08,2003.53,2053.56,0.0,16688373760.0
267,124,HSSHHKAH,中证恒生沪港通AH股精明指数,7355.65,29.91,0.41,7306.51,7365.61,7246.77,7325.74,0.0,10995628032.0
268,124,HSBAHD,沪深港通大湾区股息率指数,1396.47,5.36,0.39,1389.17,1398.73,1378.17,1391.11,0.0,10226014976.0
269,124,HSSCBII,恒生港股通银行保险指数,2436.9,9.31,0.38,2419.41,2442.02,2402.32,2427.59,0.0,10428863744.0
270,124,HSSCBSI,恒生保险主题指数,2394.96,9.13,0.38,2377.57,2400.34,2355.29,2385.83,0.0,10445874432.0
271,124,HSHDYI,恒生高股息率指数,811.11,3.05,0.38,806.73,812.05,801.38,808.06,1796516512.0,12092007424.0
272,124,HSCSOE,恒生中国央企指数,2466.58,9.19,0.37,2450.84,2474.54,2429.77,2457.39,0.0,15152761344.0
273,125,H11140,香港红利,2584.39,9.51,0.37,2568.88,2590.7,2548.72,2574.88,16503906.0,11401228032.0
274,124,HSBAF,恒生沪深港通大湾区金融业指数,2664.14,9.69,0.37,2649.12,2667.12,2633.01,2654.45,0.0,14668822272.0
275,124,HSCATI,恒生沪深港航运主题指数,3093.17,10.74,0.35,3073.46,3096.35,3065.2,3082.43,0.0,9972802048.0
276,124,HSSCSOS,恒生港股通国有企业优选指数,2273.22,7.86,0.35,2258.22,2279.92,2231.33,2265.36,0.0,13562704128.0
277,124,HSSCF,恒生港股通金融业指数,2342.67,7.78,0.33,2327.95,2346.79,2309.41,2334.89,0.0,12325792512.0
278,124,HSSCMI,恒生港股通原材料及工业指数,1737.66,5.74,0.33,1725.29,1742.77,1704.24,1731.92,0.0,3672321872.0
279,124,HSMBI,恒生中国内地银行指数,2549.17,8.41,0.33,2532.78,2553.72,2514.07,2540.76,0.0,4410353920.0
280,124,HSSCMII,恒生港股通原材料及工业(可投资),1720.35,5.61,0.33,1708.04,1725.52,1687.25,1714.74,0.0,3624479488.0
281,124,HSSCFI,恒生港股通金融业(可投资)指数,2348.54,7.52,0.32,2333.89,2352.68,2315.23,2341.02,0.0,12127227136.0
282,125,H11153,内地国有,572.99,1.71,0.3,569.56,574.51,565.15,571.28,21840393.0,16944658432.0
283,124,HSSCSOY,恒生港股通中国央企红利指数,2642.52,7.76,0.29,2629.97,2645.8,2614.04,2634.76,0.0,10703874304.0
