代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399283,机器人50,2790.875,78.269,2.885,2712.606,2698.03,2790.875,2687.632,1731956497,26841075706
sz399284,AI 50,2909.059,143.54,5.19,2765.519,2748.341,2909.059,2737.417,2543932366,52881684818
sz399285,物联网50,3484.107,153.385,4.605,3330.722,3313.593,3484.388,3303.802,2447620233,63409005764
sz399286,区块链50,2835.17,79.052,2.868,2756.118,2749.882,2835.17,2744.184,3122150479,41470613375
sz399290,深转交债,152.592,0.35,0.23,152.242,152.126,152.602,151.775,41593766,5083051898
sz399291,创精选88,3104.843,104.433,3.481,3000.41,2989.164,3104.843,2974.146,1767863065,20328486469
sz399292,民企发展,875.162,22.277,2.612,852.885,849.444,875.162,846.077,5775329306,44713072755
sz399293,创业大盘,3328.156,78.14,2.404,3250.016,3234.086,3328.156,3229.303,1225610613,52925498491
sz399294,中小创Q,2333.459,28.711,1.246,2304.748,2291.171,2333.459,2289.368,1067158844,24430890950
sz399295,创价值,3931.029,66.399,1.718,3864.63,3843.689,3931.029,3839.857,879891772,28091113765
sz399296,创成长,4065.085,143.76,3.666,3921.325,3895.922,4065.085,3888.392,1703457670,49676269281
sz399297,新浪100,3864.43,80.972,2.14,3783.458,3773.603,3864.43,3756.333,1333220210,8969189532
sz399298,深信中高,200.557,0.028,0.014,200.529,200.547,200.577,200.533,65136400,6553795148
sz399299,深信中低,231.491,0.014,0.006,231.477,231.505,231.525,231.491,1350000,141189440
sz399300,沪深300,3494.787,41.429,1.2,3453.358,3440.052,3494.787,3437.442,13952824600,244488721251
sz399301,深信用债,204.176,0.028,0.014,204.148,204.167,204.197,204.152,65136400,6553795148
sz399302,深公司债,207.553,0.032,0.015,207.521,207.539,207.598,207.51,64026500,6441747888
sz399303,国证2000,6793.396,176.654,2.67,6616.742,6590.873,6793.396,6560.147,29047975060,303758423874
sz399306,深证ETF,1236.35,21.641,1.782,1214.709,1212.446,1236.35,1210.178,23020640360,24596810752
sz399307,深证转债,275.045,0.832,0.303,274.213,273.94,275.045,273.383,186827128,23448965578
sz399310,国证A50,5590.764,71.189,1.29,5519.575,5502.48,5590.764,5499.741,3625685160,78431782228
sz399311,国证1000,3658.316,55.889,1.551,3602.427,3588.456,3658.316,3583.845,33094537621,456100211497
sz399312,国证300,3978.868,57.543,1.467,3921.325,3905.455,3978.868,3901.736,13293087501,259386236840
sz399313,巨潮100,4170.492,35.945,0.869,4134.547,4119.854,4170.492,4117.492,6769780345,121495529807
sz399314,巨潮大盘,3855.138,41.431,1.086,3813.707,3799.483,3855.138,3796.667,11298738353,192534654584
sz399315,巨潮中盘,3405.078,70.456,2.113,3334.622,3318.851,3405.078,3313.327,8833164625,136677603449
sz399316,巨潮小盘,4317.826,100.511,2.383,4217.315,4203.134,4317.826,4190.6,12962634643,126887953464
sz399317,国证Ａ指,4689.143,89.149,1.938,4599.994,4582.447,4689.143,4572.174,89226107965,985169971008
sz399318,国证Ｂ指,4572.358,47.027,1.039,4525.331,4525.917,4572.499,4510.266,58548471,292182141
sz399319,资源优势,2247.037,16.3,0.731,2230.737,2221.274,2247.037,2218.17,3511670881,32959827502
sz399320,国证服务,2026.484,13.712,0.681,2012.772,2006.366,2026.631,2003.509,3737764357,26190547609
sz399321,国证红利,6533.565,21.196,0.325,6512.369,6494.995,6551.855,6487.274,3702573528,40959387443
sz399322,国证治理,8045.053,61.85,0.775,7983.203,7953.245,8045.053,7944.455,2517943328,49070880203
sz399324,深证红利,8454.124,78.923,0.942,8375.201,8358.114,8454.124,8345.984,2563339740,27857946151
sz399326,成长40,3443.785,88.048,2.624,3355.737,3336.846,3443.785,3333.054,1136462743,29482372674
sz399328,深证治理,8955.53,132.696,1.504,8822.834,8797.822,8955.53,8781.073,1201001975,31158500809
sz399330,深证100,4141.634,76.324,1.877,4065.31,4051.412,4141.634,4047.811,4476800885,104942772923
sz399333,中小100R,6739.331,161.725,2.459,6577.606,6550.396,6739.331,6537.932,3872115272,64193844263
sz399335,深证央企,3619.022,87.823,2.487,3531.199,3512.659,3619.022,3509.757,1755997823,27135167842
sz399337,深证民营,3834.809,89.846,2.399,3744.963,3732.048,3834.809,3726.062,3495822738,87112285723
sz399339,深证科技,5767.538,159.421,2.843,5608.117,5582.195,5767.538,5576.566,3951924138,100336645337
sz399341,深证责任,1479.013,21.266,1.459,1457.747,1452.409,1479.014,1450.421,2968019062,56614810179
sz399344,深证300R,4959.038,102.317,2.107,4856.721,4838.171,4959.038,4830.858,10340318561,193072821089
sz399346,深证成长,2634.417,55.441,2.15,2578.976,2568.443,2634.417,2566.342,2654573153,70697388746
sz399348,深证价值,5414.533,85.541,1.605,5328.992,5318.768,5414.533,5312.75,4271936473,51900001518
sz399350,皖江30,2170.052,37.822,1.774,2132.23,2125.505,2170.052,2119.206,842328492,14965423104
sz399351,创新示范,7500.265,137.563,1.868,7362.702,7337.324,7500.265,7327.858,3375455678,57650136148
sz399352,深企综指,7076.244,140.703,2.029,6935.541,6909.425,7076.244,6896.297,7901103290,108751764788
sz399353,国证物流,1971.823,6.708,0.341,1965.115,1960.213,1972.494,1957.045,1321978652,10558400524
sz399354,分析师指数,6802.707,93.546,1.394,6709.161,6675.798,6802.707,6670.294,5843668747,126765291472
sz399355,长三角,2709.556,33.817,1.264,2675.739,2668.733,2709.556,2665.93,1460235019,29013205441
sz399356,珠三角,7877.966,106.264,1.367,7771.702,7755.083,7877.966,7747.319,2171318755,43933529776
sz399357,环渤海,2630.454,20.706,0.793,2609.748,2600.438,2630.735,2597.885,3678913591,35477818280
sz399358,国证环保,3829.006,48.07,1.271,3780.936,3767.583,3829.006,3763.492,1431403700,30319395169
sz399359,国证基建,2623.386,10.477,0.401,2612.909,2603.989,2625.135,2600.065,3159392196,21223131973
sz399360,新硬件,4182.738,138.539,3.426,4044.199,4021.165,4182.738,4003.739,4065631987,67425570090
sz399361,在线消费,3038.676,134.896,4.646,2903.78,2885.105,3038.676,2876.306,3930664153,44501890690
sz399362,民企100,5408.014,123.363,2.334,5284.651,5265.716,5408.014,5259.675,3495688851,102068517771
sz399363,国证算力,3741.425,245.676,7.028,3495.749,3463.526,3749.383,3451.662,2726086877,83759135170
sz399364,消费100,7398.33,176.042,2.437,7222.288,7192.014,7398.33,7185.188,4192143549,116938837351
sz399365,国证粮食,11611.43,118.088,1.027,11493.342,11471.385,11611.43,11437.325,683197053,7011322853
sz399366,能源金属,1386.827,22.516,1.65,1364.311,1356.386,1386.827,1353.992,1055611434,13100233314
sz399367,1000地产,2667.885,39.52,1.504,2628.365,2614.824,2667.885,2609.566,719819890,5549440756
sz399368,国证军工,6083.753,192.103,3.261,5891.65,5859.899,6083.753,5853.354,1114673023,20923867783
sz399369,国证责任,1400.28,17.451,1.262,1382.829,1377.601,1400.28,1375.889,3047224382,53436273562
sz399370,国证成长,3581.814,66.826,1.901,3514.988,3499.795,3581.814,3495.809,7578881313,165741346894
sz399371,国证价值,5878.974,44.327,0.76,5834.647,5818.531,5878.974,5810.563,13293714241,111353199892
sz399372,大盘成长,3680.432,63.485,1.755,3616.947,3602.162,3680.432,3599.805,3091664375,82584559854
sz399373,大盘价值,7005.599,33.466,0.48,6972.133,6953.828,7016.425,6945.977,5224951704,52478664378
sz399374,中盘成长,3467.833,62.573,1.838,3405.26,3386.994,3467.833,3381.186,1652990013,41898951134
sz399375,中盘价值,4882.061,52.584,1.089,4829.477,4813.643,4882.061,4808.335,3741454524,30469396742
sz399376,小盘成长,4304.663,102.635,2.443,4202.028,4185.911,4304.663,4172.229,2834226925,41257835907
sz399377,小盘价值,6229.189,84.213,1.37,6144.976,6128.906,6229.189,6112.2,4327308013,28405138772
sz399378,ESG 300,2201.292,22.348,1.026,2178.944,2169.829,2201.292,2167.762,10234378865,179257106127
sz399379,国证基金,6504.25,99.372,1.552,6404.878,6392.819,6505.208,6384.417,94419104085,98429111845
sz399380,国证ETF,1279.871,21.19,1.684,1258.681,1256.206,1280.035,1254.481,93748009147,97139109333
sz399381,1000能源,3286.231,11.64,0.355,3274.591,3261.072,3306.677,3245.118,1493535668,13877720298
sz399382,1000材料,2309.726,27.993,1.227,2281.733,2273.611,2309.726,2269.603,3640972972,36601828042
sz399383,1000工业,2163.255,25.111,1.174,2138.144,2129.118,2163.255,2124.502,6239890866,77477127849
sz399384,1000可选,3338.809,71.262,2.181,3267.547,3262.817,3338.809,3259.9,3541989493,45608659436
sz399385,1000消费,10615.577,27.711,0.262,10587.866,10535.978,10615.577,10525.02,703761449,20898920854
sz399386,1000医药,5964.685,59.542,1.008,5905.143,5885.931,5964.685,5871.621,1003384307,28278474906
sz399387,1000金融,4194.366,27.137,0.651,4167.229,4159.677,4199.637,4156.303,6407307323,52343539041
sz399388,1000信息,3602.713,156.172,4.531,3446.541,3423.68,3602.713,3415.271,6417034255,128835328203
sz399389,国证通信,3741.032,170.871,4.786,3570.161,3548.744,3750.562,3543.776,2964492381,58087296366
sz399390,1000公用,2471.127,8.568,0.348,2462.559,2453.523,2477.859,2449.459,1481892900,9569362379
sz399391,投资时钟,3065.047,5.288,0.173,3059.759,3046.61,3065.047,3043.504,3288417028,48785198370
sz399392,国证新兴,2122.02,51.629,2.494,2070.391,2060.286,2122.02,2057.983,5649620259,127235361677
sz399393,国证地产,3016.378,44.726,1.505,2971.652,2956.545,3016.378,2949.251,1408950018,8291490129
sz399394,国证医药,8795.144,85.082,0.977,8710.062,8681.146,8795.144,8663.181,836273209,25932126993
sz399395,国证有色,4673.699,51.223,1.108,4622.476,4598.058,4673.699,4592.431,1599499897,17696276469
sz399396,国证食品,20846.188,10.901,0.052,20835.287,20729.393,20846.188,20656.732,421000563,18447892302
sz399397,国证文化,1896.411,62.317,3.398,1834.094,1830.663,1896.411,1826.234,3497799102,41031755376
sz399398,绩效指数,9942.41,116.788,1.189,9825.622,9789.368,9942.41,9766.225,1254097982,36956032296
sz399399,中经GDP,6156.815,62.897,1.032,6093.918,6073.607,6156.815,6065.636,10059031114,147913739781
sz399400,大中盘,3113.702,41.792,1.36,3071.91,3059.633,3113.702,3056.869,20131902978,329212258033
sz399401,中小盘,3449.473,75.505,2.238,3373.968,3360.143,3449.473,3352.522,21795799268,263565556913
sz399402,周期100,2630.577,31.529,1.213,2599.048,2591.554,2630.577,2589.862,5015291062,78728213392
sz399403,防御100,7571.054,82.067,1.096,7488.987,7455.198,7571.054,7449.88,2293213327,64839999391
sz399404,大盘低波,5564.332,18.686,0.337,5545.646,5527.886,5577.856,5523.501,3267001060,29592169041
sz399405,大盘高贝,1967.449,28.755,1.483,1938.694,1929.943,1967.449,1928.401,3571296141,74115145153
sz399406,中盘低波,11266.539,129.034,1.159,11137.505,11107.767,11266.539,11085.726,3726470640,27902857521
sz399407,中盘高贝,1833.231,63.719,3.601,1769.512,1756.763,1833.231,1752.904,3089012804,72416318002
sz399408,小盘低波,12908.85,136.821,1.071,12772.029,12744.809,12908.85,12705.875,3789469235,19650704648
sz399409,小盘高贝,3912.564,144.964,3.848,3767.6,3747.973,3912.564,3737.385,5370304048,66081112457
sz399410,苏州率先,1620.457,48.682,3.097,1571.775,1562.221,1620.511,1557.796,569310654,12876221068
sz399411,红利100,3408.449,27.286,0.807,3381.163,3370.396,3408.449,3363.508,3619905704,31355802194
sz399412,国证新能,2039.946,32.343,1.611,2007.603,1999.711,2039.946,1996.67,1494463310,33706882834
sz399413,国证转债,144.037,0.359,0.25,143.678,143.612,144.052,143.373,319613898,40232112714
sz399415,I100,5474.825,109.821,2.047,5365.004,5346.793,5474.825,5333.676,3739079776,68108968840
sz399416,I300,2874.624,77.478,2.77,2797.146,2786.357,2874.624,2774.124,2295867549,29342368529
sz399417,新能源车,2239.839,45.742,2.085,2194.097,2185.302,2239.839,2182.291,954048436,27906730642
sz399418,数据要素,3180.889,159.73,5.287,3021.159,3002.081,3180.889,2997.27,2831765661,55139541701
sz399419,国证高铁,1582.284,24.331,1.562,1557.953,1552.932,1582.474,1548.393,1235071299,10083527121
sz399420,国证保证,1121.709,12.789,1.153,1108.92,1107.899,1121.709,1107.446,1890222567,23213831848
sz399422,中关村A,2614.105,72.565,2.855,2541.54,2529.594,2614.284,2523.165,8275468642,107913909147
sz399423,中关村50,1950.901,57.498,3.037,1893.403,1883.005,1950.901,1877.26,1779021909,30351540576
sz399427,专利领先,2424.409,38.099,1.597,2386.31,2378.723,2424.409,2375.946,5767693555,77907716359
sz399428,国证定增,2535.907,69.8,2.83,2466.107,2455.821,2535.907,2442.467,2290356473,30441014031
sz399429,新丝路,1246.899,17.497,1.423,1229.402,1225.513,1246.899,1222.307,2546295754,21901592639
sz399431,国证银行,6121.831,3.963,0.065,6117.868,6102.9,6166.69,6088.217,2366001282,16133345072
sz399432,智能汽车,4027.884,99.087,2.522,3928.797,3915.373,4027.884,3910.86,860578273,28854670772
sz399433,国证交运,1564.51,6.575,0.422,1557.935,1554.378,1565.16,1551.88,1871943017,12530837532
sz399434,数字传媒,1752.707,77.164,4.605,1675.543,1665.887,1753.059,1660.459,3883026200,40369585948
sz399435,国证农牧,3843.97,60.2,1.591,3783.77,3775.398,3858.404,3771.212,618851744,5319991556
sz399436,绿色煤炭,4790.883,16.073,0.337,4774.81,4741.716,4818.145,4711.628,964956214,9283596359
sz399437,证券龙头,5103.876,78.842,1.569,5025.034,5029.288,5103.876,5027.924,1728967443,20194810665
sz399438,绿色电力,1865.27,12.117,0.654,1853.153,1846.224,1865.27,1842.444,1298591143,8719649492
sz399439,国证油气,1672.289,15.426,0.931,1656.863,1654.507,1674.488,1650.323,1575757907,11053064935
sz399440,国证钢铁,1138.759,8.723,0.772,1130.036,1127.408,1139.155,1122.863,1139891505,4708867977
sz399441,生物医药,2364.029,36.252,1.557,2327.777,2316.761,2364.029,2311.707,351060468,12819519941
sz399481,企债指数,126.69,0.01,0.008,126.68,126.68,126.69,126.676,84868670,8458584960
sz399550,央视50,6710.197,55.564,0.835,6654.633,6631.67,6710.197,6624.055,1812787289,39515449449
sz399551,央视创新,7254.49,237.884,3.39,7016.606,6972.968,7254.49,6957.396,1870422214,42281650240
sz399552,央视成长,7588.88,48.568,0.644,7540.312,7518.495,7588.88,7509.22,1663606315,33520521209
sz399553,央视回报,6672.819,71.003,1.076,6601.816,6576.414,6672.819,6564.777,827088576,26046651650
sz399554,央视治理,6653.466,53.247,0.807,6600.219,6575.116,6653.466,6563.504,2218749940,36974136209
sz399555,央视责任,4582.51,35.332,0.777,4547.178,4530.796,4582.51,4525.354,2075577045,29337873705
sz399556,央视生态,2160.283,24.459,1.145,2135.824,2128.216,2160.283,2123.969,1445761982,31699143874
sz399557,央视文化,1543.166,51.22,3.433,1491.946,1489.686,1543.166,1486.437,3497799102,41031755376
sz399602,中小成长,837.276,19.825,2.425,817.451,814.697,837.276,813.241,2548416275,44253437902
sz399604,中小价值,1658.272,24.127,1.476,1634.145,1628.338,1658.272,1623.828,2176551932,21146806999
sz399606,创业板R,1935.373,45.608,2.413,1889.765,1880.905,1935.373,1878.039,1991626776,68807770053
sz399608,科技100,2405.883,64.335,2.748,2341.548,2331.613,2405.883,2327.755,3004600336,82922702142
sz399610,TMT50,5054.794,209.781,4.33,4845.013,4812.73,5054.827,4801.049,2983887426,69389358726
sz399611,中创100R,1943.91,42.065,2.212,1901.845,1893.676,1943.91,1891.435,3198925427,87186076135
sz399612,中创100,1704.274,36.88,2.212,1667.394,1660.233,1704.274,1658.268,3198925427,87186076135
sz399613,深证能源,3213.909,39.263,1.237,3174.646,3160.122,3214.193,3151.401,227084879,1873045485
sz399614,深证材料,2469.465,38.545,1.586,2430.92,2420.968,2469.465,2416.243,1951332316,21719508775
sz399615,深证工业,2598.492,36.637,1.43,2561.855,2550.916,2598.492,2542.904,3128450797,47922525419
sz399616,深证可选,5157.335,117.228,2.326,5040.107,5036.918,5157.501,5029.082,2563327234,35756065300
sz399617,深证消费,10451.285,71.532,0.689,10379.753,10338.747,10458.757,10334.704,260623391,8034905826
sz399618,深证医药,9088.91,105.07,1.17,8983.84,8950.148,9088.91,8931.025,681311495,16214750283
sz399619,深证金融,5250.182,78.515,1.518,5171.667,5169.763,5250.182,5167.403,1631502409,14744303740
sz399620,深证信息,3450.338,136.528,4.12,3313.81,3292.503,3450.338,3283.578,6047622991,102921921370
sz399621,深证电信,3759.219,248.78,7.087,3510.439,3485.327,3786.059,3474.297,973472493,33922548348
sz399622,深证公用,1612.136,14.818,0.928,1597.318,1589.63,1612.136,1584.768,501153399,2770500699
sz399623,中小基础,6289.585,152.242,2.481,6137.343,6112.69,6289.585,6098.739,9822254244,117550473453
sz399624,中创400,1706.523,51.201,3.093,1655.322,1648.343,1706.523,1642.821,10303396916,125778049315
sz399625,中创500,1554.324,39.513,2.608,1514.811,1508.361,1554.324,1505.266,13502322343,212964125450
sz399626,中创成长,1170.515,27.963,2.447,1142.552,1137.71,1170.515,1136.371,3184809937,83796515654
sz399627,中创价值,1836.582,36.756,2.042,1799.826,1794.09,1836.582,1790.42,4090172107,48237257237
sz399628,700成长,1551.28,43.087,2.857,1508.193,1501.97,1551.28,1496.323,2878143820,40633136962
sz399629,700价值,2206.363,43.92,2.031,2162.443,2154.795,2206.363,2147.386,4865670970,36235797266
sz399630,1000成长,1108.915,24.501,2.259,1084.414,1079.858,1108.915,1078.661,6397262615,129055141222
sz399631,1000价值,1823.46,31.278,1.745,1792.182,1788.005,1823.46,1784.406,9209178979,90804978018
sz399632,深100EW,3946.19,72.45,1.87,3873.74,3855.867,3946.19,3850.937,4476800885,104942772923
sz399633,深300EW,4345.799,93.29,2.194,4252.509,4234.058,4345.799,4223.282,10340318561,193072821089
sz399634,中小等权,2910.696,70.171,2.47,2840.525,2828.321,2910.696,2821.645,3872115272,64193844263
sz399635,创业板EW,1397.331,36.592,2.689,1360.739,1353.103,1397.331,1349.239,1991626776,68807770053
sz399636,深证装备,3811.253,96.427,2.596,3714.826,3693.595,3811.253,3684.945,2298761144,57628055217
sz399637,深证地产,1658.01,28.282,1.735,1629.728,1622.638,1658.01,1616.096,489146339,2475425570
sz399638,深证环保,4157.522,67.662,1.654,4089.86,4074.469,4157.522,4067.529,1124464890,25882232814
sz399639,深证大宗,1607.608,20.141,1.269,1587.467,1579.996,1607.608,1578.555,1147346478,14245661331
sz399640,创业基础,1731.949,48.929,2.907,1683.02,1675.125,1731.949,1670.737,11513831518,180870434149
sz399641,深证新兴,1795.989,46.285,2.645,1749.704,1742.891,1795.989,1739.812,7449303341,162597443502
sz399642,中小新兴,1515.328,44.918,3.055,1470.41,1463.643,1515.328,1460.338,3964520087,65053956111
sz399643,创业新兴,2140.886,53.134,2.545,2087.752,2077.361,2140.886,2073.603,2547869306,74210212701
sz399644,深证时钟,3259.737,27.673,0.856,3232.064,3223.236,3259.737,3219.073,2725206310,34121880948
sz399645,100低波,8255.676,79.785,0.976,8175.891,8147.136,8255.676,8136.065,1913929754,37725655909
sz399646,深消费50,7403.593,113.573,1.558,7290.02,7279.58,7403.593,7273.849,1410537472,29295936621
sz399647,深医药50,8780.81,94.012,1.082,8686.798,8654.292,8780.856,8636.133,583676148,14537032688
sz399648,深证GDP,9098.775,143.431,1.602,8955.344,8930.053,9098.775,8911.652,3681096753,69244367134
sz399649,中小红利,2658.687,31.926,1.215,2626.761,2618.038,2659.106,2610.327,1149967363,10846152999
sz399650,中小治理,1943.351,36.668,1.923,1906.683,1896.001,1943.351,1889.734,883836717,18559899486
sz399651,中小责任,1389.124,21.701,1.587,1367.423,1360.837,1389.124,1358.302,1264525077,22568766856
sz399652,中创高新,2570.288,115.288,4.696,2455.0,2441.731,2570.288,2430.461,1552222707,31714371975
sz399653,深证龙头,2180.38,43.603,2.041,2136.777,2128.873,2180.38,2127.204,2977822520,66778395606
sz399654,深证文化,2239.515,90.99,4.235,2148.525,2142.423,2239.515,2136.553,4545704437,48692340258
sz399655,深证绩效,9776.874,130.311,1.351,9646.563,9611.061,9776.874,9577.368,1514324324,37325064817
sz399656,100绩效,5190.795,79.492,1.555,5111.303,5087.534,5190.795,5083.332,4476800885,104942772923
sz399657,300绩效,5327.599,101.959,1.951,5225.64,5202.817,5327.599,5189.889,10340318561,193072821089
sz399658,中小绩效,3460.226,73.901,2.182,3386.325,3371.189,3460.226,3362.219,3872115272,64193844263
sz399659,深成指EW,3265.997,74.754,2.342,3191.243,3178.826,3265.997,3169.85,15667918191,246927777530
sz399660,中创EW,1789.223,39.318,2.247,1749.905,1740.533,1789.223,1737.059,3198925427,87186076135
sz399661,深证低波,4964.282,57.348,1.169,4906.934,4894.047,4964.282,4881.76,3619468459,39416338643
sz399662,深证高贝,1401.836,44.725,3.296,1357.111,1348.52,1401.839,1345.703,4303081657,119669216834
sz399663,中小低波,1622.381,21.324,1.332,1601.057,1597.38,1622.381,1591.889,2216409133,22214269086
sz399664,中小高贝,900.297,29.963,3.443,870.334,864.652,900.297,862.074,3217317512,57775508504
sz399665,中创低波,1746.659,29.059,1.692,1717.6,1712.44,1746.659,1706.63,4149743153,51597420888
sz399666,中创高贝,1203.054,44.822,3.87,1158.232,1151.192,1203.054,1147.794,6056535100,133926513093
sz399667,创业成长,2742.926,75.171,2.818,2667.755,2655.341,2742.926,2650.835,2155628140,57564826149
sz399668,创业板V,3346.347,93.398,2.871,3252.949,3236.385,3346.347,3230.869,2346477433,30605059387
sz399669,深证农业,8203.757,70.783,0.87,8132.974,8104.236,8203.757,8095.208,645004915,12323505397
sz399670,深周期50,2704.614,55.495,2.095,2649.119,2642.193,2704.614,2639.74,2691351185,47628367261
sz399671,深防御50,7063.69,133.344,1.924,6930.346,6900.646,7063.69,6892.513,1257643385,40568130731
sz399672,深红利50,3919.128,43.925,1.133,3875.203,3868.411,3919.128,3856.741,880582326,9292774197
sz399673,创业板50,1700.943,41.748,2.516,1659.195,1651.141,1700.943,1649.285,1437183622,57457502622
sz399674,深A医药,1932.053,27.053,1.42,1905.0,1898.389,1932.053,1892.842,2020643181,29850107843
sz399675,深互联网,2500.054,120.487,5.063,2379.567,2364.997,2500.054,2356.308,5787884782,77822902603
sz399676,深医药EW,2950.146,55.957,1.933,2894.189,2883.886,2950.146,2866.968,2020643181,29850107843
sz399677,深互联EW,3725.597,156.061,4.372,3569.536,3545.315,3725.597,3529.663,5787884782,77822902603
sz399678,深次新股,495.867,16.321,3.403,479.546,476.823,495.867,474.19,525773485,15397247726
sz399679,深证200R,4008.745,100.464,2.571,3908.281,3890.185,4008.745,3878.585,5863517676,88130048165
sz399680,深成能源,753.631,6.792,0.909,746.839,742.126,755.037,739.684,141861398,1450925524
sz399681,深成材料,853.471,12.818,1.525,840.653,837.195,853.471,835.779,1784301648,19581986531
sz399682,深成工业,1156.53,15.01,1.315,1141.52,1136.435,1156.53,1133.151,2289512603,37852127166
sz399683,深成可选,1512.392,36.045,2.441,1476.347,1478.297,1512.534,1475.534,2012003100,25733396039
sz399684,深成消费,2095.928,14.44,0.694,2081.488,2073.561,2095.928,2071.815,410251609,9650157066
sz399685,深成医药,1840.157,21.183,1.165,1818.974,1812.195,1840.168,1808.316,668756109,15992741319
sz399686,深成金融,1581.27,27.04,1.74,1554.23,1556.6,1581.27,1556.044,1960913291,16312561119
sz399687,深成信息,2302.76,90.478,4.09,2212.282,2198.019,2302.76,2192.153,5107636806,89009661621
sz399688,深成电信,1954.944,141.102,7.779,1813.842,1800.509,1972.234,1794.826,648988377,27413226720
sz399689,深成公用,831.95,8.036,0.975,823.914,819.571,831.95,817.339,440944018,2377092198
sz399690,中小专利,2232.372,33.162,1.508,2199.21,2188.942,2232.372,2184.276,1433333070,17005518666
sz399691,创业专利,1853.282,67.912,3.804,1785.37,1782.454,1853.282,1770.141,570675385,15406780744
sz399692,创业低波,3005.669,62.582,2.126,2943.087,2932.204,3005.669,2918.784,1247434839,23929201720
sz399693,安防产业,3632.147,169.631,4.899,3462.516,3448.947,3632.147,3434.916,1727323683,28759243331
sz399694,创业高贝,2218.497,96.084,4.527,2122.413,2108.212,2218.497,2102.674,3194367007,85488877192
sz399695,深证节能,1945.337,37.144,1.947,1908.193,1901.107,1945.349,1894.485,2054398203,36450649097
sz399696,深证创投,2360.035,79.429,3.483,2280.606,2269.076,2360.035,2259.565,3787578821,53393521938
sz399697,中关村60,2857.206,102.536,3.722,2754.67,2742.388,2857.235,2734.282,2567809248,37720153136
sz399698,优势成长,30414.324,762.545,2.572,29651.779,29556.848,30414.324,29300.34,150722038,1953188122
sz399699,金融科技,2886.621,110.447,3.978,2776.174,2767.354,2886.621,2761.263,2628749783,40639812909
sz399701,深证F60,7095.637,76.007,1.083,7019.63,7004.724,7095.637,6994.554,3999192163,57419772597
sz399702,深证F120,6426.375,78.336,1.234,6348.039,6332.003,6426.375,6322.721,6125298621,86196225896
sz399703,深证F200,6214.092,81.428,1.328,6132.664,6115.979,6214.092,6106.579,8151280892,118177564679
sz399704,深证上游,3947.781,62.313,1.604,3885.468,3864.858,3947.781,3860.433,1065371782,12960600321
sz399705,深证中游,2374.286,61.266,2.649,2313.02,2300.31,2374.286,2294.996,4728244889,104854932952
sz399706,深证下游,5319.25,95.687,1.832,5223.563,5209.462,5319.25,5202.914,2941967994,66626632379
sz399707,CSSW证券,5033.954,86.744,1.753,4947.21,4947.457,5033.954,4946.063,3292264085,29655368957
sz399750,深主板50,7757.366,127.5,1.671,7629.866,7608.942,7757.366,7599.58,3128618327,58157310718
sz399802,500深市,4529.844,111.546,2.525,4418.298,4399.916,4529.852,4386.315,7341442128,89691620342
sz399803,工业4.0,3236.733,114.906,3.681,3121.827,3106.04,3236.733,3097.53,2537897383,60602198920
sz399804,中证体育,1493.875,51.139,3.545,1442.736,1434.928,1493.875,1428.829,1384681338,16132874876
sz399805,互联金融,2300.533,73.769,3.313,2226.764,2219.052,2300.533,2214.048,2705415609,32007705180
sz399806,环境治理,1004.104,14.262,1.441,989.842,985.941,1004.104,980.398,899623955,5142131189
sz399807,高铁产业,1190.292,6.213,0.525,1184.079,1178.9,1190.891,1175.814,1081591442,7352789601
sz399808,中证新能,1968.502,28.239,1.455,1940.263,1930.575,1968.502,1925.992,1836409494,37322373449
sz399809,保险主题,1675.796,1.314,0.078,1674.482,1667.113,1677.966,1659.601,1778054069,18647274321
sz399810,CSSW传媒,2530.686,96.342,3.958,2434.344,2421.48,2530.686,2411.956,4877724491,51393668248
sz399811,CSSW电子,2700.495,104.529,4.027,2595.966,2580.159,2700.495,2573.848,2686498018,60075412101
sz399812,养老产业,5670.12,59.955,1.069,5610.165,5594.226,5670.12,5569.705,1028815937,22245927579
sz399813,中证国安,4744.781,186.888,4.1,4557.893,4543.233,4744.781,4529.021,4514347802,71446199083
sz399814,大农业,991.179,8.351,0.85,982.828,979.822,991.179,978.412,757062898,11116865250
sz399850,深证50,6403.814,126.42,2.014,6277.394,6259.294,6403.814,6254.512,2981350485,81092140777
sz399852,中证1000,5394.034,138.638,2.638,5255.396,5237.105,5394.034,5218.586,18262237200,183476438079
sz399901,小康指数,5230.309,33.862,0.652,5196.447,5177.951,5230.309,5173.087,5343776600,62285460353
sz399903,中证100,3305.218,39.567,1.212,3265.651,3253.158,3305.218,3250.408,5940243100,121509935498
sz399905,中证 500,5307.804,112.34,2.162,5195.464,5174.819,5307.804,5160.878,13897175100,157201596730
sz399913,300 医药,8351.26,76.343,0.923,8274.917,8248.155,8351.26,8229.643,383817700,15247426294
sz399914,300 金融,5064.042,24.51,0.486,5039.532,5030.152,5075.504,5024.292,3956034200,37158245692
sz399928,中证能源,3108.217,10.364,0.335,3097.853,3083.905,3127.648,3069.797,1260040600,12696364113
sz399932,中证消费,17206.299,50.815,0.296,17155.484,17072.648,17206.299,17061.551,523467300,17485962125
