代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399688,深成电信,2095.104,115.316,5.825,1979.788,2012.984,2101.656,1987.891,625875556,27434725700
sz399689,深成公用,873.36,13.7,1.594,859.66,859.346,873.36,858.26,512030529,3066934926
sz399690,中小专利,2211.222,5.718,0.259,2205.504,2201.239,2215.151,2186.861,1124655663,11371838764
sz399691,创业专利,1816.297,31.393,1.759,1784.904,1790.972,1821.865,1777.328,398046205,11100451717
sz399692,创业低波,2957.988,20.869,0.711,2937.119,2938.593,2968.019,2920.63,1046516019,19055717668
sz399693,安防产业,3595.249,94.482,2.699,3500.767,3512.32,3605.086,3485.715,1266934135,22359873902
sz399694,创业高贝,2247.784,67.989,3.119,2179.795,2192.592,2255.664,2181.521,2138928823,66537763138
sz399695,深证节能,1956.305,25.391,1.315,1930.914,1932.231,1959.723,1925.046,1822914546,32488001391
sz399696,深证创投,2372.592,48.132,2.071,2324.46,2332.928,2380.364,2322.316,3086992051,44887769182
sz399697,中关村60,2802.128,44.534,1.615,2757.594,2768.499,2811.038,2750.285,1356381961,22874180928
sz399698,优势成长,29308.314,137.843,0.473,29170.471,29128.377,29367.861,28841.902,158493985,2067079224
sz399699,金融科技,2869.319,35.401,1.249,2833.918,2840.311,2878.901,2810.463,1597228775,27847224085
sz399701,深证F60,7120.681,19.385,0.273,7101.296,7101.469,7129.177,7053.123,3678802787,45727632987
sz399702,深证F120,6462.409,28.701,0.446,6433.708,6436.714,6467.162,6392.996,5677719093,76424378435
sz399703,深证F200,6253.313,31.923,0.513,6221.39,6223.93,6259.243,6182.569,7250825899,102501963639
sz399704,深证上游,4107.753,38.035,0.935,4069.718,4078.524,4109.632,4036.634,1946413592,18451027428
sz399705,深证中游,2448.576,48.923,2.039,2399.653,2407.342,2453.324,2401.202,4379240183,106150873308
sz399706,深证下游,5300.175,7.237,0.137,5292.938,5293.286,5318.282,5245.522,2111952825,49143442827
sz399707,CSSW证券,4936.307,1.693,0.034,4934.614,4929.105,4951.226,4905.767,1818029981,16309329035
sz399750,深主板50,7857.609,42.454,0.543,7815.155,7818.391,7866.898,7767.02,2659472101,49367122846
sz399802,500深市,4587.153,80.257,1.781,4506.896,4517.245,4597.057,4501.193,6608827888,84771212756
sz399803,工业4.0,3376.975,69.956,2.115,3307.019,3316.479,3379.617,3307.899,1996002454,55366094289
sz399804,中证体育,1463.697,23.235,1.613,1440.462,1441.688,1467.812,1435.547,706871454,9190175259
sz399805,互联金融,2252.848,28.903,1.3,2223.945,2227.214,2259.928,2211.716,1566398225,17950237829
sz399806,环境治理,997.674,10.677,1.082,986.997,988.483,998.792,984.035,775938879,4572498824
sz399807,高铁产业,1230.954,9.253,0.757,1221.701,1220.214,1231.255,1215.05,1315889256,8571029173
sz399808,中证新能,2030.198,39.118,1.965,1991.08,1993.717,2037.766,1993.717,2198771826,44059100478
sz399809,保险主题,1648.481,-3.305,-0.2,1651.786,1647.669,1657.042,1634.687,1528781340,15251113325
sz399810,CSSW传媒,2475.965,37.386,1.533,2438.579,2438.468,2482.896,2429.704,2559697148,27759576644
sz399811,CSSW电子,2807.811,76.567,2.803,2731.244,2742.104,2813.785,2734.209,2616791405,60880874805
sz399812,养老产业,5577.602,5.476,0.098,5572.126,5567.906,5592.271,5521.425,835899335,18829141521
sz399813,中证国安,4736.621,88.121,1.896,4648.5,4659.285,4749.921,4636.1,3470748363,61157489884
sz399814,大农业,987.336,-0.163,-0.017,987.499,986.821,992.87,978.905,670778728,9218275582
sz399850,深证50,6486.911,32.497,0.503,6454.414,6460.22,6498.566,6407.699,2338159547,67730749963
sz399852,中证1000,5370.372,67.096,1.265,5303.276,5309.593,5386.176,5283.146,13913089500,147532325484
sz399901,小康指数,5368.949,32.228,0.604,5336.721,5336.886,5370.024,5316.387,5317742100,63438856786
sz399903,中证100,3358.899,9.599,0.287,3349.3,3347.831,3363.188,3328.335,5930802000,117620605707
sz399905,中证 500,5349.595,72.296,1.37,5277.299,5282.408,5361.71,5268.53,12146797800,144003562006
sz399913,300 医药,8192.477,-31.682,-0.385,8224.159,8196.244,8280.751,8147.841,399811800,16351903868
sz399914,300 金融,5015.956,-10.702,-0.213,5026.658,5018.99,5042.561,4993.6,2843462900,24978751441
sz399928,中证能源,3244.786,11.186,0.346,3233.6,3231.847,3247.438,3179.729,1321555700,14368098197
sz399932,中证消费,17040.803,-98.0,-0.572,17138.803,17113.564,17205.842,16931.102,438984900,14983808816
sz399933,中证医药,8125.163,6.57,0.081,8118.593,8101.372,8180.445,8064.218,857680900,25559028459
sz399934,中证金融,4740.064,-7.268,-0.153,4747.332,4739.671,4761.179,4717.544,4438972900,35765127554
sz399935,中证信息,3723.294,88.19,2.426,3635.104,3649.985,3733.572,3631.354,3353839500,90286435641
sz399959,军工指数,1260.613,16.666,1.34,1243.947,1246.498,1262.819,1236.024,427516450,9670111919
sz399965,800地产,2629.139,-18.005,-0.68,2647.144,2643.96,2653.385,2609.026,564361779,4663647885
sz399966,800非银,4705.89,-2.641,-0.056,4708.531,4700.555,4722.923,4673.75,1700241900,17448863147
sz399967,中证军工,9146.392,142.6,1.584,9003.792,9024.347,9167.285,8968.65,1019418564,17549622417
sz399970,移动互联,2681.452,54.833,2.088,2626.619,2638.193,2688.95,2621.969,4199116793,88755892048
sz399971,中证传媒,1108.741,18.77,1.722,1089.971,1090.251,1111.806,1086.791,1713862393,19856234741
sz399972,300深市,4055.304,26.066,0.647,4029.238,4033.007,4062.179,4005.049,3974376005,100025659481
sz399973,中证国防,1246.57,16.993,1.382,1229.577,1232.693,1249.296,1220.801,516544116,9931706998
sz399974,国企改革,1597.163,7.753,0.488,1589.41,1589.869,1598.844,1581.888,4511082322,83287692546
sz399975,证券公司,646.501,0.175,0.027,646.326,645.575,648.485,642.523,1822865455,16317725222
sz399976,CS新能车,2619.131,3.693,0.141,2615.438,2611.829,2637.054,2590.551,583763514,16930341727
sz399982,500等权,6632.625,78.919,1.204,6553.706,6557.154,6647.057,6537.961,12146797800,144003562006
sz399983,地产等权,2467.571,-22.218,-0.892,2489.789,2489.775,2498.725,2451.558,331150244,2371301516
sz399986,中证银行,5879.084,-8.524,-0.145,5887.608,5879.142,5908.64,5856.093,2109383598,13066828120
sz399987,中证酒,6477.465,-47.53,-0.728,6524.995,6515.754,6555.542,6425.79,209639597,11773880964
sz399989,中证医疗,6985.13,-19.792,-0.283,7004.922,6990.385,7050.384,6933.309,457858151,14437184971
sz399990,煤炭等权,3203.146,-14.918,-0.464,3218.064,3217.794,3221.365,3160.931,1113839776,11154175174
sz399991,一带一路,1971.472,27.879,1.434,1943.593,1947.326,1972.966,1940.639,5157056203,57326883004
sz399992,CSWD并购,1488.307,18.307,1.245,1470.0,1474.57,1491.511,1463.376,1295496248,16999161997
sz399993,CSWD生科,2562.001,9.313,0.365,2552.688,2548.702,2576.761,2539.07,565774717,16649772687
sz399994,信息安全,1423.021,25.629,1.834,1397.392,1403.939,1428.42,1387.757,1965942613,38809342386
sz399995,基建工程,3583.974,31.297,0.881,3552.677,3549.696,3586.179,3536.366,1407545361,8239336981
sz399996,智能家居,2516.852,54.952,2.232,2461.9,2468.191,2523.083,2460.427,3538796828,60751004688
sz399997,中证白酒,11937.431,-83.608,-0.696,12021.039,12003.424,12084.259,11844.895,105882293,10244833547
sz399998,中证煤炭,2618.205,-19.4,-0.736,2637.605,2636.584,2639.546,2582.638,1113839776,11154175174
sz980015,疫苗生科,7537.51,21.972,0.292,7515.538,7505.272,7583.755,7480.009,459058954,16429713677
sz980016,公卫健康,6184.368,-0.334,-0.005,6184.702,6166.302,6231.684,6138.756,629673588,20112379565
sz980028,龙头家电,10581.04,66.729,0.635,10514.311,10506.86,10601.843,10478.894,275491696,7773785756
sz980030,消费电子,4168.917,78.928,1.93,4089.989,4096.526,4176.835,4086.008,1656359567,25333695592
sz980032,新能电池,8107.371,-3.448,-0.043,8110.819,8098.355,8192.513,8018.572,405825258,12661946804
