序号,内部编号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
328,124,HSCAS50,恒生A股通高持股50指数,4957.67,5.66,0.11,4947.48,4970.76,4919.95,4952.01,0.0,69478744064.0
329,124,AHXA,恒生AH股A指数,2542.18,2.85,0.11,2535.78,2545.32,2522.43,2539.33,0.0,56241622272.0
330,124,HSCIUT,恒生综合公用事业指数,5042.31,4.81,0.1,5035.07,5077.82,5031.02,5037.5,452947872.0,2135673616.0
331,124,HSCAESU,恒生A股能源储存装置指数,3750.8,2.91,0.08,3746.35,3791.89,3702.57,3747.89,0.0,9942474496.0
332,124,HSBAQL,恒生沪深港通大湾区优质生活指数,4353.55,2.81,0.06,4352.06,4370.43,4328.95,4350.74,0.0,12704033536.0
333,124,HSCAOF,恒生A股其他金融指数,2475.15,1.51,0.06,2471.2,2482.04,2458.64,2473.64,0.0,18252281088.0
334,125,CESA80,中华A80,6551.22,3.82,0.06,6540.55,6572.24,6504.44,6547.4,0.0,92802949120.0
335,124,HSCICS,恒生必需性消费指数,13990.36,3.56,0.03,13984.27,14226.59,13979.92,13986.8,0.0,2075469104.0
336,124,SZHKT,恒生深港资讯科技指数,,,,,,,12196.34,,
337,124,SZHKRE,恒生深港房地产指数,,,,,,,3598.77,,
338,124,SZHKIF,恒生深港基建运输指数,,,,,,,3035.21,,
339,124,SZHKI,恒生深港基建运输指数,,,,,,,5167.32,,
340,124,SZHKF,恒生深港金融指数,,,,,,,5511.46,,
341,124,SZHKC,恒生深港消费类指数,,,,,,,3723.05,,
342,124,HSIDPI,恒指股息点指数,,,,,,,660.1,,
343,124,HSCNE,恒生中国新经济指数,,,,,,,6764.43,,
344,124,HSCEIDPI,恒生国企股息点指数,,,,,,,229.54,,
345,124,HSSCCSI,恒生港股通必需性消费(可投资),1465.54,-0.94,-0.06,1466.46,1491.63,1465.54,1466.48,0.0,2026851952.0
346,124,HSCAB,恒生A股银行指数,2585.48,-1.98,-0.08,2584.01,2597.29,2575.06,2587.46,0.0,12892971008.0
347,124,HSBAQG,恒生沪深港通大湾区质量成长指数,2628.83,-2.61,-0.1,2633.88,2650.09,2622.35,2631.44,0.0,14893641728.0
348,124,HSUGTRI,恒生公用事业分类指数(GTR),140718.25,-176.12,-0.13,141543.76,142702.17,140718.25,140894.37,0.0,692941040.0
349,124,HSUNTRI,恒生公用事业分类指数(NTR),140604.66,-175.98,-0.13,141429.5,142586.98,140604.66,140780.64,0.0,692941040.0
350,124,HSBACS,恒生沪深港通大湾区消费服务指数,2177.82,-2.96,-0.14,2179.94,2191.57,2170.64,2180.78,0.0,4101739728.0
351,124,HSSNCON,恒生沪深港消费指数,5155.94,-10.47,-0.2,5164.16,5208.71,5133.5,5166.41,0.0,31468703488.0
352,124,HSCABIO,恒生A股生物技术指数,2493.99,-5.23,-0.21,2491.05,2518.51,2472.03,2499.22,0.0,10430675968.0
353,124,HSCAMD,恒生A股医疗设备及用品指数,2260.94,-5.34,-0.24,2268.96,2279.98,2245.74,2266.28,0.0,5136169216.0
354,124,HSCAHES,恒生A股医疗保健设备和服务指数,2242.8,-5.8,-0.26,2249.65,2264.05,2227.02,2248.6,0.0,7666752512.0
355,124,HSCAP,恒生A股地产指数,1377.44,-4.73,-0.34,1381.54,1387.5,1362.96,1382.17,0.0,6213745920.0
356,124,HSCAAP,恒生A股农业产品指数,2707.61,-11.75,-0.43,2715.84,2728.06,2687.58,2719.36,0.0,4330876160.0
357,124,HSCEFS,恒生中国企业期货短仓指数,25750.15,-172.83,-0.67,25819.31,25883.88,25445.84,25922.98,0.0,
358,125,CESG10,中华博彩指数,2872.72,-19.45,-0.67,2886.88,2914.75,2860.93,2892.17,0.0,791027600.0
359,124,HSCEISI,恒生国企短仓指数,962.16,-7.22,-0.74,967.68,967.68,952.57,969.38,0.0,
360,124,HSTECHS,恒生科指短仓指数,869.54,-6.68,-0.76,875.98,875.98,858.51,876.22,0.0,
361,124,HSISI,恒指短仓指数,6003.26,-46.35,-0.77,6032.4,6032.4,5952.32,6049.61,0.0,
362,124,HSU,恒生公用事业指数,33842.33,-264.0,-0.77,34040.87,34319.46,33842.33,34106.33,31413758.0,692941040.0
363,124,HSCAA,恒生A股酒精饮料指数,4175.8,-37.58,-0.89,4206.36,4232.59,4140.96,4213.38,0.0,11222672128.0
364,124,HSREIT,恒生房地产基金指数,2910.91,-27.65,-0.94,2933.21,2939.87,2907.83,2938.56,16016033.0,236170954.0
365,124,HSCEI2SI,恒生国企2倍短仓指数,1975.65,-30.11,-1.5,1998.5,1998.5,1935.92,2005.76,0.0,
366,124,HST2SI,恒生科指2倍短仓指数,673.51,-10.51,-1.54,683.57,683.57,656.28,684.02,0.0,
367,124,HSI2SI,恒指2倍短仓指数,361.15,-5.67,-1.55,364.69,364.69,354.97,366.82,0.0,
368,124,HSTECF2S,恒生科技指期货2倍短仓指数,3047.61,-53.31,-1.72,3073.47,3104.87,2968.24,3100.92,0.0,
369,124,VHSCEI,恒生国指波幅指数,27.48,-0.88,-3.1,28.15,28.36,27.18,28.36,0.0,
370,124,VHSI,恒指波幅指数,23.5,-0.93,-3.81,24.21,24.36,23.27,24.43,0.0,
